title,date,top_keywords
"애플, 파운데이션 모델 벤치마크 공개...""경쟁사 추격 어려움 드러내""",2025-06-11 19:05:00,"['애플', '모델', '벤치마크', '큐원', '파운데이션']"
"퀄컴, '온글라스 AI'에 집중...스마트 안경용 AI 칩 소개",2025-06-11 19:05:00,"['안경', '퀄컴', '스마트', '아스', '기기']"
"스냅, AR 안경 경쟁에 합류...오픈AI·구글 기술 탑재한 '스펙스' 출시",2025-06-11 19:05:00,"['스냅', '안경', '렌즈', '스냅챗', '스펙']"
"화웨이 창립자 ""어센드 칩, 미국보다 한 세대 뒤처져...미국이 중국 기술 과장""",2025-06-11 19:00:00,"['화웨이', '중국', '어센드', '엔비디아', '수출']"
'AI 요약' 기능으로 뉴스 사이트 '직격탄'…트래픽 급감에 산업 위기감 고조,2025-06-11 19:00:00,"['트래픽', '링크', '웹사이트', '요약', '검색']"
"구글, AI 투자 위해 인원 감축...""검색·광고 팀 포함""",2025-06-11 19:00:00,"['부서', '바이아웃', '직원', '해고', '근무']"
"[AI&빅데이터쇼] 엣지크로스, ‘셀프AI 에이전트’로 산업 현장 노후 설비 관리 지원",2025-06-11 18:55:00,"['장비', '기계', '크로스', '셀프', '관리']"
"[AI&빅데이터쇼] ""데이터는 AI의 근본""...다시 부각된 데이터 관련 기업",2025-06-11 18:47:00,"['품질', '데이터', '라벨', '마인드', '행사']"
[AI&빅데이터쇼] ‘AI 수준’ 높아진 관람객들…AI 업계 협력도 증가,2025-06-11 18:05:00,"['관람객', '소프트', '사이', '문의', '빅데이터']"
"""ROI 달성할 AI 에이전트가 대세""...국내 최대 'AI&빅데이터쇼' 개막",2025-06-11 18:00:00,"['행사', '관람객', '체험', '알피', '코난테크놀로지']"
[AI&빅데이터쇼] 여준구 대동로보틱스 대표 “AI 결합으로 로봇 산업 올해 큰 변화 맞아“,2025-06-11 17:32:00,"['로봇', '로보틱스', '브릴스', '여준', '테크콘']"
"[AI&빅데이터쇼] 광주AI 사업단, 광주 AI비전·스타트업 생태계 소개",2025-06-11 16:38:00,"['광주', '사업', '엠피', '웨이브', '청각']"
"저커버그, AGI 팀 구축 위해 스케일 AI 창립자 20조에 영입",2025-06-11 16:12:00,"['메타', '스케일', '슈퍼', '저커버그', '그룹']"
"엑스엘에이트, AI 동시통역 기술로 ‘스마트테크코리아’ 기술 파트너사 참여",2025-06-11 16:05:00,"['자막', '에이트', '엑스', '통역', '번역']"
"해남, 영농형 태양광 재배 모델 실증연구 본격 추진",2025-06-11 15:53:00,"['영농', '태양광', '해남군', '에너지', '재배']"
"라온로드, 국산 AI 반도체 엣지 컴퓨팅 활용 ‘미래형 AI 교통 솔루션’ 선보여",2025-06-11 13:02:00,"['교통', '로드', '트윈', '강병기', '교차로']"
"엔피, XR 명상 앱 ‘무아’ 부천국제판타스틱영화제 초청작 선정",2025-06-11 13:00:00,"['무아', '관객', '명상', '엔피', '콘텐츠']"
"[AI&빅데이터쇼] 에어키, 기업용 올인원 IT 인프라 서비스 출시",2025-06-11 12:58:00,"['인프라', '에어', '네트워크', '중소기업', '보안']"
"SK AX, SAP와 ‘AI 기반 글로벌 ERP 혁신 모델 개발’ 협업",2025-06-11 12:50:00,"['사파이어', '건일', '마드리드', '협업', '스페인']"
"KOSCAP, '함께하는음악저작권협회'로 명칭 변경",2025-06-11 12:35:00,"['저작권', '명칭', '협회', '음악', '정관']"
"오픈AI, 현존 최고 모델 'o3-프로' 출시...""성능 대신 비용·시간 희생""",2025-06-11 12:23:00,"['프로', '토큰', '모델', '평가', '추론']"
"세일즈포스, 국내서 ‘슬랙 AI’ 엔터프라이즈 검색 지원…“데이터 요약·분석도 한국어로”",2025-06-11 11:35:00,"['슬랙', '검색', '마켓', '엔터프라이즈', '레이스']"
"[6월10일] ""새로운 프로그래밍 언어는 인간""...젠슨 황도 '바이브 코딩' 강조",2025-06-11 07:00:00,"['프로그래밍', '사람', '누구', '컴퓨터', '인간']"
최초로 인간을 이긴 AI의 놀라운 드론 운전,2025-06-11 07:00:00,"['예주', '타임스', '힙합', '베타', '베이퍼웨어']"
"""AI, 모를 땐 모른다고 말하도록 가르쳐야""…환각 줄이는 학습법 등장",2025-06-10 18:05:00,"['거절', '정답', '모델', '보상', '구진']"
"로켓AI, '운세박사 타로' GPT 스토어 글로벌 2위 달성",2025-06-10 18:05:00,"['타로', '로켓', '사주', '운세', '임재훈']"
"오픈AI, 연 매출 100억달러 도달...반년 만에 2배로 증가",2025-06-10 18:05:00,"['매출', '달러', '억원', '돌파', '성장']"
'틱톡 대안' 샤오홍슈도 오픈 소스 LLM 경쟁 합류,2025-06-10 18:05:00,"['샤오홍슈', '레드', '노트', '닷츠', '시크']"
"""챗GPT가 46년 된 아타리 체스 게임기에 패배""",2025-06-10 18:05:00,"['체스', '카루소', '아타리', '게임', '실수']"
"알리바바·텐센트, 중국 대입 시험 중 일부 AI 기능 비활성화",2025-06-10 18:00:00,"['시험', '가오', '대학입시', '챗봇', '부정행위']"
"애플, '확산' 방식 대체할 첨단 이미지 모델 공개",2025-06-10 18:00:00,"['플로우', '이미지', '스타', '정규화', '블록']"
"""애플이 공개한 AI 모델, 성능 부족·미세조정 불가로 기대 안 돼""",2025-06-10 18:00:00,"['애플', '개발자', '모델', '프레임워크', '파운데이션']"
"'바이브 코딩' 러버블, 2조 기업 가치로 투자 유치 중",2025-06-10 18:00:00,"['러버블', '오시', '달러', '버블', '억원']"
"앤트로픽, 'AI 생성 블로그' 한달 만에 종료",2025-06-10 18:00:00,"['블로그', '클로드', '앤트로픽', '종료', '게시']"
"모레, 레노버와 ‘AI 추론 최적화 솔루션’ 하반기 론칭...""엔비디아 조합에 대응""",2025-06-10 17:55:00,"['모레', '레노버', '추론', '성능', '최적화']"
"[게시판] 셀바스AI, 부크크와 AI 오디오북 제작 프로모션 진행 외 단신",2025-06-10 17:50:00,"['드론', '축제', '오디', '파블로', '컨벤션']"
"[게시판] 딥노이드, AI 기반 ‘판독 소견서 초안 생성 모델’ 관련 연구 진행 등 단신",2025-06-10 17:50:00,"['딥노', '영등포구', '소견', '이드', '진단']"
미래 혁신 기술이 한자리에...'AI&빅데이터쇼' 11일 개막,2025-06-10 17:31:00,"['로봇', '전시', '보안', '양자', '기술']"
"뉴엔AI, ‘AI 기반 데이터 분석 기술’로 정부 선대위 ‘국가 AI 정책 제안’ 참여",2025-06-10 17:21:00,"['정책', '위원회', '분석', '외교', '박정호']"
"숭실대, 강화학습 기반의 '미래 예측형 자율주행 판단 기술' 개발",2025-06-10 16:45:00,"['주행', '자율', '예측', '도로', '권민']"
"유아이패스, RPA·AI 에이전트 결합 플랫폼 공개",2025-06-10 16:40:00,"['유아', '패스', '자동화', '업무', '에이']"
"모티프, 고성능 sLM ‘모티프 2.6B’ 오픈 소스 공개…“미스트랄 7B 성능 능가”",2025-06-10 15:02:00,"['모티프', '지스', '모레', '모델', '임정환']"
"펄스나인, AI 에이전트 기반 캐릭터 IP 비즈니스 확장 전략 발표",2025-06-10 14:52:00,"['엔터테인먼트', '박지은', '펄스나인', '캐릭터', '패러다임']"
"[AI&빅데이터쇼] 서울AI허브, 유망 스타트업 22개사와 공동관 조성",2025-06-10 14:43:00,"['동관', '허브', '서울', '부스', '센터']"
"BHSN, 일본 리걸테크 부스트드래프트와 MOU…연내 ‘앨리비’ 일본 출시",2025-06-10 14:11:00,"['리걸', '정근', '드래프트', '일본', '부스트']"
"딥핑소스, 일본 펀드 전략적 투자 유치…""AI 기술로 리테일테크 시장 선점할 것”",2025-06-10 14:07:00,"['일본', '딥핑', '김태훈', '딥핑소스', '펀드']"
"LGU+, 안전한 AI 개발 위한 ‘AI 경영 시스템’ 인증 획득",2025-06-10 14:04:00,"['인증', '유플러스', '국제', '경영', '관리']"
"네이버, 사우디 3개 도시 디지털 트윈 구축 완료",2025-06-10 14:02:00,"['도시', '네이버', '사우디아라비아', '홍수', '메카']"
"투플랫폼-콕스웨이브, 기업·인도 비즈니스 강화 위한 MOU",2025-06-10 13:57:00,"['스웨', '이브', '수트라', '김주원', '프라나']"
"플리토, 200% 무상증자 결정…“글로벌 빅테크 데이터 공급 계약 추진 중”",2025-06-10 13:43:00,"['플리', '무상증자', '이정수', '주주', '신주']"
"인텔리시스, 생성 AI 기반 지능형 전문가 탐색 솔루션 ’엑스퍼트 서치‘ 출시",2025-06-10 13:21:00,"['인텔리', '퍼트', '서치', '시스', '엑스']"
"[AI&빅데이터쇼] 포티투마루, 산업 특화 풀스택 LLM 공개",2025-06-10 13:19:00,"['마루', '포티', '도큐', '김동환', '방안']"
[AI& 빅데이터쇼] 브릴스 “물류·산업 혁신하는 로봇 기술 총망라”,2025-06-10 13:12:00,"['로봇', '브릴스', '물류', '바리스타', '팔레']"
"애플 'WWDC' AI 발표에 혹평...""사실상 AI 쉬어 가는 해""",2025-06-10 09:00:00,"['애플', '혹평', '플레이', '이미지', '애널']"
[6월9일] 인간처럼 들리는 목소리가 매출에 도움...달아 오르는 AI 음성 기술,2025-06-10 07:00:00,"['음성', '목소리', '라임', '테슬라', '인간']"
한강 작가의 '채식주의자' AI가 책 표지 만들었더니,2025-06-10 07:00:00,"['예주', '타임스', '힙합', '베타', '베이퍼웨어']"
"구글  CEO ""현재 모델은 AGI에 못 미친 'AJI' 상태...천재성과 실수가 공존""",2025-06-09 19:05:00,"['파시', '카르', '진보', '인류', '피차']"
"MS, 호스팅 중인 모델 '리더보드' 신설...""품질 1위는 o3""",2025-06-09 18:05:00,"['보드', '모델', '리더', '비용', '평가']"
"""AI 생성 콘텐츠가 인터넷 트래픽 절반 넘어...악성 봇 비중 37%로 급증""",2025-06-09 18:05:00,"['악성', '트래픽', '뉴스', '인터넷', '가짜']"
"""중국 로봇에 코드 숨길 가능성도""...아마존의 '유니트리' 테스트 계획에 경고 등장",2025-06-09 18:05:00,"['로봇', '중국', '하드웨어', '유니', '트리']"
"'챗GPT' 음성 기능 업그레이드...""더 인간처럼 말할 수 있어""",2025-06-09 18:05:00,"['음성', '업데이트', '더욱', '발생', '번역']"
"동영상 AI '클링', 연 매출 1400억 눈앞...중국 첫 글로벌 유료 서비스 성공",2025-06-09 18:00:00,"['중국', '콰이쇼우', '동영상', '크레딧', '수익']"
"알리바바, 오픈 소스 임베딩 모델 ‘큐원3 임베딩 시리즈’ 공개",2025-06-09 18:00:00,"['임베딩', '큐원', '알리바바', '시리즈', '모델']"
"런웨이 CEO ""피카소도 수십만번 시도 끝에 작품 하나 탄생...AI는 이를 돕는 도구""",2025-06-09 18:00:00,"['발렌수엘라', '생각', '런웨이', '예술가', '창작']"
클릭부터 추론 능력까지 측정하는 웹 에이전트 벤치마크 등장,2025-06-09 18:00:00,"['아레나', '코어', '기억', '작업', '평가']"
"[게시판] 슈퍼브에이아이, ‘AWS 생성AI 컴피턴시’ 획득 등 단신",2025-06-09 17:50:00,"['슈퍼', '컴피턴시', '사마르칸트', '카트만두', '포비']"
[AI&빅데이터쇼] 아이티센그룹 “맞춤형 AI·클라우드·양자내성암호로 기업 DX 지원”,2025-06-09 17:50:00,"['아이티', '보안', '가상화', '업무', '그룹']"
"[AI&빅데이터쇼] 비아이매트릭스, 자연어 기반 DB 검색 에이전트 소개",2025-06-09 17:45:00,"['매트릭스', '비아이', '분석', '로우', '데이터']"
"[AI&빅데이터쇼] 이와이드플러스, 차세대 AI 플랫폼 '가네스' 선보여",2025-06-09 17:35:00,"['와이드', '플러스', '인도네시아', '네스', '랙션']"
"[AI&빅데이터쇼] 에네이클라우드, 인프라 솔루션 최신 버전 소개",2025-06-09 17:35:00,"['클라우드', '인프라', '테넌시', '구축', '멀티']"
"[AI&빅데이터쇼] 모비젠, 생성 AI 기반 데이터·시각화 인프라 플랫폼 공개",2025-06-09 17:31:00,"['모비', '데이터', '의사결정', '시각', '시나리오']"
"[AI&빅데이터쇼] 디엠티랩스, 다국어 멀티모달 기업용 AI 솔루션 ‘딜라토’ 패키지 공개",2025-06-09 17:25:00,"['딜라토', '다국어', '디엠', '티랩스', '번역']"
"[AI&빅데이터쇼] 모터센스, 산업용 모터 고장 AI 솔루션 전시",2025-06-09 17:20:00,"['모터', '센스', '파피루스', '진동', '고장']"
"[AI&빅데이터쇼] 사이냅소프트, 차세대 문서 AI 솔루션 '사이냅 어시스턴트' 선보여",2025-06-09 17:18:00,"['사이', '문서', '도큐애널', '소프트', '자산']"
"[AI&빅데이터쇼] 셀파스, AI 기반 IT 자산관리 솔루션 선보여",2025-06-09 17:16:00,"['파스', '자산', '심플', '관리', '소프트웨어']"
"[AI&빅데이터쇼] 숭실대 AI보안연구센터 “딥페이크 음성 탐지, 화상회의 보안 새 기준 제시”",2025-06-09 17:15:00,"['탐지', '음성', '화상회의', '숭실대', '보안']"
"[AI&빅데이터쇼] 두루이디에스, 테스트 자동화 AI 솔루션·온디바이스 AI 기술 공개",2025-06-09 17:12:00,"['두루', '에스', '테스트', '시험', '품질']"
"[AI&빅데이터쇼] 티벨, 구독형 SW 검증 플랫폼·AI 음성 테스트 자동화 기술 선보여",2025-06-09 17:10:00,"['티벨', '테스트', '자동화', '소프트웨어', '김종']"
"[AI&빅데이터쇼] 엔에스이, AI 기반 협업 플랫폼 ‘베리’ 선보여",2025-06-09 17:05:00,"['에스', '베리', '피드백', '동료', '전시']"
"[AI&빅데이터쇼] 마음AI, 차세대 자율 경비 로봇 ‘소라’ 첫 공개",2025-06-09 17:03:00,"['마음', '소라', '자율', '경비', '피지']"
"[AI&빅데이터쇼] 팀리부뜨, 업무혁신 플랫폼 ‘애스크유어워크’ 최초 공개",2025-06-09 17:00:00,"['애스크', '팀리부', '업무', '트레이드', '사무']"
"[AI&빅데이터쇼] 넥스브이 “AI 멘탈 케어 솔루션, 휴대폰으로 연동해 심층 상담”",2025-06-09 16:50:00,"['로미', '넥스', '브이', '상담', '위로']"
"[AI&빅데이터쇼] 코난테크놀로지, 생성·추론 통합 모델 및 '코난 RAG-X' 전시",2025-06-09 16:45:00,"['코난', '코난테크놀로지', '외부', '추론', '내부']"
"[AI&빅데이터쇼] 위앤유텍, 엘라스틱 기반 AI 검색·보안 솔루션 소개",2025-06-09 16:25:00,"['엘라스', '검색', '위앤유텍', '벡터', '보안']"
"메이아이, 영상 처리 AI 기술로 유럽 '비바테크' 참가",2025-06-09 16:10:00,"['매쉬', '메이', '유럽', '아이', '리테일']"
"일레븐랩스, ‘감정 표현’ 가능한 TTS 모델 ‘일레븐 v3 알파’ 발표",2025-06-09 15:07:00,"['일레븐', '표현', '지시', '속삭임', '대화']"
"[AI&빅데이터쇼] 아이투맥스, 세일즈포스 기반 AI CRM·DX 솔루션 공개",2025-06-09 14:59:00,"['포스', '맥스', '아이', '영업', '전시']"
"[AI&빅데이터쇼] 알서포트, AI 생산설비·OT망 원격접속 통제 솔루션 '리모트뷰OT' 선보여",2025-06-09 14:55:00,"['접속', '리모트뷰', '원격', '통제', '설비']"
"[AI&빅데이터쇼] STK, AI 기반 드롭박스 협업 솔루션 공개",2025-06-09 14:16:00,"['드롭박스', '에쓰', '티케', '협업', '대시']"
"[AI&빅데이터쇼] RTM, 제조 AI 이중 솔루션으로 스마트팩토리 혁신 제시",2025-06-09 13:37:00,"['설비', '검사', '허블', '반도체', '품질']"
"[AI&빅데이터쇼] 이스트소프트, 핵심 AI 솔루션 3종 체험 기회 제공",2025-06-09 13:34:00,"['오스', '이스트소프트', '안내', '랙티브', '휴먼']"
"[AI&빅데이터쇼] 엠아이큐브솔루션, 자율제조 솔루션 '엠아이큐브.AI' 선보인다",2025-06-09 13:32:00,"['큐브', '아이', '제조', '팩토리', '자율']"
"애플 'WWDC'에 기대감 낮아...""AI 주요 발표 없을 듯""",2025-06-09 13:17:00,"['애플', '디자인', '발표', '대감', '시리']"
"네이버, 북미 공략 투자법인 신설... ""실리콘 밸리로 스타트업 투자 확대""",2025-06-09 12:29:00,"['네이버', '실리콘밸리', '최수연', '투자', '벤처스']"
[인사] 폴리뉴스,2025-06-09 12:18:00,"['부장', '산업부', '경제', '편집국', '정철']"
"토마토시스템, 미래에셋생명에 AI 솔루션·개발 플랫폼 공급",2025-06-09 12:15:00,"['아이큐', '엑스', '테스트', '이상돈', '토마토']"
"빅밸류, 50억대 시리즈B 투자 유치",2025-06-09 12:11:00,"['빅밸류', '투자', '구름', '업종', '재무']"
"역대 가장 큰 '윤리적' 데이터셋 등장...""AI 기업에 경종 되길""",2025-06-08 23:50:00,"['데이터', '엘루', '자료', '파일', '커먼']"
"""AI 에이전트로 인해 인터넷은 '머신 네이티브'로 변화할 것""",2025-06-08 22:58:00,"['기계', '인터넷', '자동차', '클릭', '디자인']"
"메타, 스케일 AI에 역대 최대 규모 투자 예정...국방 AI 협업 의도",2025-06-08 21:16:00,"['투자', '스케일', '메타', '달러', '방위']"
"베이징 아카데미, 휴머노이드용 오픈 소스 모델 공개...AI도 미국 추격 본격화",2025-06-08 20:09:00,"['로봇', '로보', '휴머노이드', '브레인', '중국']"
"xAI ""2029년 매출 18조 달성...데이터센터에 24조 추가 투자""",2025-06-08 18:52:00,"['달러', '매출', '채권', '억원', '전망']"
"구글, '제미나이'에 예약 작업 기능 도입…AI 비서 역할 강화",2025-06-08 17:34:00,"['예약', '미나', '작업', '요청', '블로그']"
"UAE '스타게이트' 프로젝트, 안보 우려로 진행 불확실",2025-06-08 16:58:00,"['중국', '프로젝트', '기술', '양국', '아부다비']"
"더에스엠씨 ""AI 광고가 매출 증가 사례 만들어…단순 활용 넘어 AI 내재화가 중요""",2025-06-08 16:31:00,"['광고', '엠씨', '에스', '신세계', '제작']"
"[AI의 역사] 52 AI의 신념과 강인공지능, 약인공지능 – 존 설의 '중국어 방' 논쟁",2025-06-08 13:00:00,"['서모스탯', '매카시', '신념', '강인', '주장']"
"LGU+, 에듀테크 크레버스와 교육AX 시장 공략",2025-06-08 09:00:00,"['상담', '학원', '학부모', '교육', '크레버스']"
"""AI 못 쓰면 일자리도 없어...AI 사용 필수 기업 증가""",2025-06-07 23:50:00,"['채용', '직원', '듀오링고', '업무', '곳도']"
"영국 법원 ""AI로 가짜 사건 인용하면 형사 고발까지 가능""",2025-06-07 23:46:00,"['법정', '사법', '변호사', '판사', '법원']"
"테슬라, 휴머노이드 로봇 핵심 임원 퇴사...xAI 창립 멤버도 첫 이탈",2025-06-07 22:26:00,"['테슬라', '옵티머스', '코바치', '머스크', '인물']"
"드론 레이싱에서 AI가 처음으로 인간 누르고 우승...""제한된 환경에서 시속 96km 비행""",2025-06-07 21:35:00,"['드론', '레이싱', '델프트', '구진', '우승']"
"메타·구글 ""LLM은 매개변수당 3.6비트 기억...학습 데이터 더 늘면 일반화 능력 강화""",2025-06-07 21:29:00,"['기억', '모델', '비트', '데이터', '학습']"
"앤트로픽, LLM 블랙박스 문제 해결할 '사고 추적 회로' 공개...""모델 작동 방식 이해하고 제어 가능""",2025-06-07 20:36:00,"['회로', '모델', '추적', '내부', '연구']"
"중국 빅테크, 화웨이 AI 칩 도입 ‘주저’…여전히 엔비디아 선호",2025-06-07 20:03:00,"['화웨이', '엔비디아', '중국', '과열', '한계']"
"'노트북LM' 핵심 인력이 만든 스타트업 헉스, AI 음성 앱 첫 출시",2025-06-07 19:38:00,"['헉스', '노트북', '음성', '마틴', '오디오']"
"오픈AI, NYT 저작권 소송 중 '채팅 내용 보존' 명령 받아...""항소할 것""",2025-06-07 19:15:00,"['법원', '삭제', '명령', '채팅', '개인정보']"
"플리토, 미국 빅테크 행사에 AI 실시간 동시통역 지원...""미국 진출 박차""",2025-06-07 18:24:00,"['플리', '행사', '통역', '뉴욕', '토의']"
[AI 이슈 트렌드] '대선'이 차트 점령...'오징어게임 3'는 하루 만에 3.8% 차지,2025-06-07 10:47:00,"['이슈', '워드', '이스트', '순위', '오징어']"
"X, 타사가 라이선스 없이 AI 학습에 콘텐츠 사용하는 행위 금지",2025-06-06 23:37:00,"['레딧', '제한', '항목', '자사', '콘텐츠']"
"잘 나가는 안두릴, 42조 가치로 투자 유치...""상장은 아직 검토 안 해""",2025-06-06 21:40:00,"['안두릴', '스티븐스', '가치', '달러', '상장']"
"삼성과 협상 중인 퍼플렉시티 CEO ""구글이 휴대폰 제조사 파트너십 방해""",2025-06-06 21:23:00,"['퍼플', '시티', '쿼리', '브라우저', '건의']"
"아마존, 인간 대체할 '택배용' 휴머노이드 로봇 테스트",2025-06-06 20:44:00,"['아마존', '휴머노이드', '배송', '로봇', '배달']"
"커서, '바이브 코딩' 붐 타고 매출 급증...""SW 스타트업 사상 가장 빠른 성장""",2025-06-06 20:30:00,"['스피어', '애니', '투자', '달러', '매출']"
"머스크-트럼프 충돌로 테슬라 주가 폭락...트럼프 ""머스크 미쳤다""",2025-06-06 19:49:00,"['대통령', '트럼프', '머스크', '주가', '법안']"
